City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
464,Novaya Ladoga,RU,60.1025,32.3019,27.95,91,100,14.41,overcast clouds
465,Najran,SA,17.4924,44.1277,50.65,82,15,1.41,few clouds
466,Daru,PG,-9.0763,143.2092,84.49,73,100,7.67,overcast clouds
467,Rantepao,ID,-2.9701,119.8978,79.5,69,98,2.71,overcast clouds
468,Promyshlennaya,RU,54.9159,85.6385,11.35,89,64,14.12,broken clouds
469,Coxim,BR,-18.5067,-54.76,72.75,93,23,2.35,light rain
470,Tupiza,BO,-21.45,-65.7167,57.29,71,89,4.81,overcast clouds
471,Seymchan,RU,62.8833,152.4333,-27.44,97,37,1.36,scattered clouds
472,Atherton,GB,53.5237,-2.4935,43.29,96,100,6.91,overcast clouds
473,Mnogovershinnyy,RU,53.9353,139.9242,-4.45,69,18,5.37,few clouds
474,Hobyo,SO,5.3505,48.5268,76.82,68,73,21.25,broken clouds
475,Felipe Carrillo Puerto,MX,19.5833,-88.05,69.28,97,10,2.84,clear sky
476,Kundiawa,PG,-6.0167,144.9667,78.57,57,89,1.05,overcast clouds
477,Evensk,RU,61.95,159.2333,19.83,81,100,19.24,overcast clouds
478,Ouro Fino,BR,-22.2831,-46.3692,65.62,99,100,4.12,overcast clouds
479,Campoverde,PE,-8.4753,-74.8058,79.88,63,100,1.28,overcast clouds
480,Talaya,RU,61.3833,152.75,-24.83,97,96,2.84,overcast clouds
481,Dingle,PH,10.9995,122.6711,80.74,79,100,16.58,overcast clouds
482,Muravlenko,RU,63.7898,74.523,1.69,96,100,8.95,overcast clouds
483,Komsomolskiy,UZ,40.4272,71.7189,32.72,59,100,2.3,mist
484,Erzin,TR,36.9559,36.2,48.06,83,75,4.79,broken clouds
485,Wagar,SD,16.1525,36.2032,67.41,86,2,6.53,clear sky
486,Wilmington,US,34.2257,-77.9447,46.85,83,0,1.01,clear sky
487,Xining,CN,36.6167,101.7667,29.44,21,0,0.94,clear sky
488,Xingyi,CN,24.1877,102.817,47.53,53,97,3.06,overcast clouds
489,Bagli,IN,22.65,76.35,71.51,43,0,8.75,clear sky
490,Urusha,RU,54.05,122.9,-3.66,86,87,2.04,overcast clouds
491,Avera,US,33.194,-82.5271,39.9,60,88,4.72,overcast clouds
492,Kalmunai,LK,7.4167,81.8167,76.17,81,96,10.98,overcast clouds
493,Khasan,RU,42.4308,130.6434,13.89,75,100,5.86,overcast clouds
494,Nara,JP,34.6851,135.8049,43.92,35,19,12.5,few clouds
495,Tabory,RU,58.5198,64.5495,7.29,94,59,7.11,broken clouds
496,Fort Nelson,CA,58.8053,-122.7002,-13.41,77,0,0.0,clear sky
497,Aykhal,RU,66.0,111.5,-27.09,100,95,4.72,overcast clouds
498,Superior,US,46.7208,-92.1041,-0.51,64,0,9.22,clear sky
499,Breves,BR,-1.6822,-50.4803,72.68,95,100,3.69,overcast clouds
500,Nizwa,OM,22.9333,57.5333,58.33,66,0,3.51,clear sky
501,Ochakiv,UA,46.6128,31.5498,30.7,95,100,21.25,light snow
502,Chengde,CN,40.9725,117.9361,29.7,45,1,12.41,clear sky
503,Arivonimamo,MG,-19.0167,47.1833,62.65,91,95,8.25,overcast clouds
504,Orlik,RU,52.5178,99.825,9.79,76,43,2.84,scattered clouds
505,Saquena,PE,-4.6667,-73.5167,72.97,97,97,2.57,overcast clouds
506,Sinjai,ID,-5.1241,120.253,87.26,66,71,4.74,light rain
507,Kralendijk,BQ,12.15,-68.2667,76.98,73,25,17.27,scattered clouds
508,Raduzhnyy,RU,62.0961,77.475,0.05,98,100,8.37,overcast clouds
509,Murray Bridge,AU,-35.1167,139.2667,67.33,84,100,11.88,overcast clouds
510,Palmer,US,42.1584,-72.3287,39.67,79,75,3.44,broken clouds
511,Marienburg,PL,54.0359,19.0266,37.04,87,100,10.0,overcast clouds
512,Sal Rei,CV,16.1833,-22.9167,69.67,67,13,19.8,few clouds
513,Jasper,US,37.2001,-94.3502,50.23,80,20,6.91,few clouds
514,Gerede,TR,40.8008,32.1969,26.51,96,98,4.05,overcast clouds
515,Bahia Blanca,AR,-38.7196,-62.2724,78.3,40,0,3.0,clear sky
516,Boyolangu,ID,-8.1181,111.8935,78.49,84,100,3.13,overcast clouds
517,Ryuo,JP,35.65,138.5,47.17,30,1,1.99,clear sky
518,Dunedin,NZ,-45.8742,170.5036,68.81,75,0,5.01,clear sky
519,Mount Darwin,ZW,-16.7725,31.5838,65.66,92,85,2.95,overcast clouds
520,Peniche,PT,39.3558,-9.3811,43.45,81,0,10.07,clear sky
521,Sur,OM,22.5667,59.5289,68.83,58,10,18.68,clear sky
522,Campos Belos,BR,-13.0367,-46.7717,68.02,88,99,2.04,overcast clouds
523,Oyem,GA,1.5995,11.5793,65.93,96,37,2.75,scattered clouds
524,Ponta Delgada,PT,37.7333,-25.6667,54.32,87,75,10.36,light intensity shower rain
525,Ust-Kalmanka,RU,52.1207,83.305,18.84,66,94,15.73,overcast clouds
526,Bocas Del Toro,PA,9.3333,-82.25,74.66,77,100,6.91,light rain
527,Lang Suan,TH,9.9456,99.0785,81.95,63,100,16.08,overcast clouds
528,Yanam,IN,16.7333,82.2167,81.32,60,30,8.43,scattered clouds
529,Mangai,CD,-4.05,19.5333,68.63,99,96,1.59,light rain
530,Parana,AR,-31.732,-60.5238,79.57,70,73,11.25,broken clouds
531,Sosua,DO,19.7667,-70.5167,68.23,81,61,11.21,light rain
532,Kazachinskoye,RU,57.6953,93.2761,18.39,87,100,11.72,overcast clouds
533,Ust-Charyshskaya Pristan,RU,52.3934,83.6635,15.58,73,99,12.97,overcast clouds
534,Oriximina,BR,-1.7656,-55.8661,73.15,96,99,2.57,overcast clouds
535,Kualakapuas,ID,-3.0091,114.3876,83.14,74,100,1.79,overcast clouds
536,Kot Samaba,PK,28.5522,70.4684,61.03,17,99,7.36,overcast clouds
537,Puerto Leguizamo,CO,-0.1934,-74.7819,71.33,65,5,2.19,clear sky
538,Pedernales,DO,18.0384,-71.744,74.59,68,5,2.8,clear sky
539,Calbuco,CL,-41.768,-73.1273,60.01,92,0,9.66,clear sky
540,Ca Mau,VN,9.1769,105.15,78.78,53,100,5.68,overcast clouds
541,Baykit,RU,61.67,96.37,5.0,97,100,2.3,light snow
542,Klyuchi,RU,52.2667,79.1667,7.23,88,18,11.81,few clouds
543,Khlevnoye,RU,52.1951,39.0932,15.82,96,17,3.4,few clouds
544,Fuerte Olimpo,PY,-21.0415,-57.8738,78.08,76,60,6.11,broken clouds
545,Codo,BR,-4.4553,-43.8856,72.79,93,37,3.09,scattered clouds
546,San Jeronimo,PE,-11.9472,-75.2829,52.52,83,100,3.65,overcast clouds
547,Flinders,AU,-34.5833,150.8552,75.65,82,100,2.24,light rain
548,Okhotsk,RU,59.3833,143.3,-10.93,82,68,12.75,broken clouds
549,Koutsouras,GR,35.0339,25.9469,53.11,76,8,4.05,clear sky
550,Hirara,JP,24.8,125.2833,59.27,63,75,18.41,broken clouds
551,Mandalgovi,MN,45.7625,106.2708,17.19,48,0,7.27,clear sky
552,Saint George,US,37.1041,-113.5841,41.95,58,0,1.01,clear sky
553,Kjollefjord,NO,70.9457,27.3465,33.85,86,100,17.27,light snow
554,Wanning,CN,18.8003,110.3967,65.34,49,4,14.32,clear sky
555,Macusani,PE,-14.0833,-70.4333,38.62,93,100,4.43,overcast clouds
556,Nouakchott,MR,18.0858,-15.9785,57.13,49,67,13.47,broken clouds
557,Ginir,ET,7.1333,40.7,55.51,60,1,1.86,clear sky
558,Bitung,ID,1.4451,125.1824,86.85,76,96,10.56,overcast clouds
559,Saint-Augustin,CA,51.226,-58.6502,19.58,93,100,5.59,light snow
560,Ullal,IN,12.8,74.85,79.75,73,43,4.61,haze
561,Mayo,US,38.8876,-76.5119,46.51,76,0,6.91,clear sky
562,Burley,US,42.5357,-113.7928,29.3,100,100,4.61,light snow
563,Asau,RO,46.4333,26.4,29.32,93,94,4.38,overcast clouds
564,Tulun,RU,54.5611,100.5792,23.07,92,100,6.89,overcast clouds
565,Bonavista,CA,48.6499,-53.1147,28.71,75,65,10.87,broken clouds
566,Tiznit,MA,29.5833,-9.5,45.37,64,0,3.47,clear sky
567,Todos Santos,MX,23.45,-110.2167,65.44,79,6,3.67,clear sky
568,Ridgecrest,US,35.6225,-117.6709,48.65,43,0,11.5,clear sky
569,Shebekino,RU,50.4097,36.9136,24.22,91,84,5.7,broken clouds
570,Biltine,TD,14.5333,20.9167,74.68,12,99,7.87,overcast clouds
571,Zhetysay,KZ,40.7333,68.3,22.95,79,100,0.45,overcast clouds
572,Barcelos,PT,41.5388,-8.6151,42.69,82,0,5.66,clear sky
573,Shelburne,CA,44.0787,-80.2041,23.23,92,100,1.59,snow
574,Yekimovichi,RU,54.1129,33.2965,26.2,85,100,4.54,overcast clouds
575,Brae,GB,60.3964,-1.353,46.63,93,100,34.29,light rain
576,Svetlogorsk,BY,52.6333,29.7333,22.8,96,42,3.76,scattered clouds
577,Zhuanghe,CN,39.7008,122.9911,32.32,42,6,10.36,clear sky
578,Iskateley,RU,67.6803,53.1512,22.17,95,100,12.35,light snow
579,Waynesville,US,35.4887,-82.9887,39.72,60,100,4.0,overcast clouds
580,Soe,ID,-9.8607,124.284,78.08,73,91,3.76,overcast clouds
581,Puquio,PE,-14.7,-74.1333,50.59,90,100,2.28,light rain
582,Malanje,AO,-9.5402,16.341,62.51,98,100,3.22,light rain
583,High Prairie,CA,55.4334,-116.4858,-1.66,91,43,11.03,scattered clouds
584,Cantagallo,CO,7.376,-73.9196,74.08,76,7,1.95,clear sky
585,Iquique,CL,-20.2208,-70.1431,71.64,81,100,1.72,overcast clouds
586,Narsaq,GL,60.9167,-46.05,14.22,82,7,8.21,clear sky
587,Chincha Alta,PE,-13.4099,-76.1323,72.19,82,99,3.53,overcast clouds
588,Awash,ET,8.9833,40.1667,66.79,86,45,1.07,scattered clouds
589,Saint-Ambroise,CA,48.5501,-71.3324,1.94,86,38,6.24,scattered clouds
590,Turbat,PK,26.0023,63.044,56.7,50,1,12.84,clear sky
591,Shubarshi,KZ,48.5872,57.1869,8.11,97,86,3.4,overcast clouds
592,Quthing,LS,-30.4,27.7003,59.04,80,15,7.0,few clouds
593,Dunkwa,GH,5.9656,-1.78,73.96,91,97,1.77,overcast clouds
594,Fatezh,RU,52.0891,35.8632,26.98,75,33,4.07,scattered clouds
595,Ciudad Bolivar,VE,8.1222,-63.5497,76.53,63,44,12.8,scattered clouds
596,Akcakoca,TR,41.0866,31.1162,40.64,91,100,9.78,overcast clouds
597,Kirakira,SB,-10.4544,161.9205,77.27,93,100,3.58,overcast clouds
598,Bantry,IE,51.6833,-9.45,43.79,87,70,5.53,broken clouds
599,Ebolowa,CM,2.9,11.15,68.22,97,55,1.95,broken clouds
600,Pinega,RU,64.7001,43.3936,20.86,90,100,12.21,overcast clouds
601,Buchanan,LR,5.8808,-10.0467,76.08,91,68,3.98,light rain
602,Ewa Beach,US,21.3156,-158.0072,73.35,76,0,11.5,shower rain
603,Alcaniz,ES,41.05,-0.1333,30.79,80,8,9.78,clear sky
604,Zyryanskoye,RU,56.8306,86.6258,13.8,93,100,14.97,light snow
605,Poronaysk,RU,49.2167,143.1167,11.37,72,100,6.6,overcast clouds
606,Ndola,ZM,-12.9587,28.6366,63.03,94,100,2.19,overcast clouds
607,Portland,US,45.5234,-122.6762,40.95,84,100,14.97,overcast clouds
608,Sao Borja,BR,-28.6606,-56.0044,78.84,55,67,6.33,broken clouds
609,Bodden Town,KY,19.2833,-81.25,78.93,83,20,8.05,few clouds
610,Beryslav,UA,46.8415,33.4284,32.25,97,100,11.3,light snow
611,Harper,LR,4.375,-7.7169,77.49,86,27,3.11,scattered clouds
612,Touros,BR,-5.1989,-35.4608,78.03,73,16,12.28,few clouds
613,Honningsvag,NO,70.9821,25.9704,33.55,93,100,19.57,light snow
614,Zaozerne,UA,45.1582,33.2787,43.72,86,100,17.81,overcast clouds
615,Champerico,GT,14.3,-91.9167,77.56,72,45,6.42,scattered clouds
616,Lodwar,KE,3.1191,35.5973,81.73,34,1,4.05,clear sky
617,Svetlyy,RU,54.675,20.1347,33.96,91,100,17.47,overcast clouds
618,Coracora,PE,-15.0333,-73.7833,48.96,83,100,3.74,overcast clouds
619,Conde,BR,-7.2597,-34.9075,74.66,83,20,2.3,few clouds
620,Paracuru,BR,-3.41,-39.0306,81.1,82,93,10.58,overcast clouds
621,Millinocket,US,45.6573,-68.7098,30.31,59,100,3.44,overcast clouds
622,Primorsk,UA,46.7348,36.3443,35.11,96,89,5.68,overcast clouds
623,Gourdon,FR,44.75,1.5,26.38,93,10,3.02,clear sky
624,Campbell River,CA,50.0163,-125.2446,36.93,43,0,8.05,clear sky
625,Sosnovo-Ozerskoye,RU,52.5249,111.5418,10.11,80,78,12.15,broken clouds
626,Chilca,PE,-12.5211,-76.7372,71.26,85,100,5.97,overcast clouds
627,Isiro,CD,2.7739,27.616,67.03,66,90,2.42,overcast clouds
628,Ketchikan,US,55.3422,-131.6461,37.38,86,0,0.0,clear sky
629,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,72.0,91,11,5.21,few clouds
630,Sterling,US,39.0062,-77.4286,46.27,67,0,5.99,clear sky
631,North Charleston,US,32.8886,-80.0075,44.91,79,20,3.44,few clouds
632,Tsagan Aman,RU,47.5639,46.7218,26.37,82,100,7.92,overcast clouds
633,Novobirilyussy,RU,56.9514,90.6661,15.28,92,100,12.82,light snow
634,Batagay,RU,67.6333,134.6333,-47.24,97,83,1.66,broken clouds
635,Vestmannaeyjar,IS,63.4427,-20.2734,39.63,66,99,30.06,overcast clouds
636,Uaua,BR,-9.8414,-39.4817,69.42,76,5,12.48,clear sky
637,Vung Tau,VN,10.346,107.0843,78.73,62,100,0.51,overcast clouds
638,San Patricio,US,28.017,-97.5169,69.67,88,100,14.56,overcast clouds
639,Yeniseysk,RU,58.4497,92.1703,17.73,93,100,10.31,light snow
640,Gazojak,TM,41.1875,61.4036,31.73,48,100,10.69,overcast clouds
641,Cestas,FR,44.7435,-0.6791,37.33,75,100,11.5,overcast clouds
642,Dostpur,IN,26.2833,82.4667,67.57,41,0,3.15,clear sky
643,Morbegno,IT,46.1383,9.57,35.73,71,4,3.89,clear sky
644,Port Moresby,PG,-9.4431,147.1797,83.89,74,96,6.91,overcast clouds
645,Poyarkovo,RU,49.6,128.6833,-12.23,89,90,3.02,overcast clouds
646,San Luis,AR,-33.295,-66.3356,70.63,70,16,7.47,few clouds
647,Salobrena,ES,36.7428,-3.5872,46.47,49,10,5.1,clear sky
648,Florianopolis,BR,-27.6146,-48.5012,78.03,84,100,9.22,overcast clouds
649,Mitsamiouli,KM,-11.3847,43.2844,81.28,80,17,8.08,few clouds
650,Huangmei,CN,30.1924,116.025,52.05,20,0,6.15,clear sky
651,Emba,KZ,48.8264,58.1442,6.62,99,99,2.95,overcast clouds
652,Outjo,NA,-20.1167,16.15,65.3,73,58,9.42,broken clouds
653,Salamanca,ES,40.8333,-6.0,31.62,90,7,11.16,clear sky
654,Williston,US,48.147,-103.618,-5.06,73,32,3.0,scattered clouds
655,Upata,VE,8.0086,-62.3989,69.19,89,26,3.67,scattered clouds
656,Mahibadhoo,MV,3.7833,72.9667,80.08,76,20,7.7,few clouds
657,Kozhva,RU,65.1073,57.0459,20.97,93,100,10.47,light snow
658,Vinh,VN,18.6667,105.6667,63.0,55,19,9.66,few clouds
659,Kautokeino,NO,69.0125,23.0412,13.48,91,89,7.74,overcast clouds
660,Alice Springs,AU,-23.7,133.8833,89.15,40,75,9.22,broken clouds
661,Raudeberg,NO,61.9875,5.1352,41.67,1,100,35.93,light rain
662,Rodrigues Alves,BR,-7.738,-72.6509,77.2,95,72,2.68,broken clouds
663,Kumluca,TR,36.3703,30.2869,52.66,61,31,5.26,scattered clouds
664,Iwakuni,JP,34.15,132.1833,44.08,39,75,17.27,broken clouds
665,Lichuan,CN,30.3,108.85,46.53,39,0,4.16,clear sky
666,Sovetskiy,RU,61.3614,63.5842,17.51,93,92,9.95,overcast clouds
667,Anadyr,RU,64.75,177.4833,28.9,80,0,15.66,clear sky
668,Hervey Bay,AU,-25.2986,152.8535,82.69,62,0,11.27,clear sky
669,Bambanglipuro,ID,-7.95,110.2833,80.4,82,100,4.7,overcast clouds
670,Arkhangelsk,RU,64.5401,40.5433,24.91,79,100,8.95,overcast clouds
671,Kattivakkam,IN,13.2167,80.3167,84.29,60,86,13.71,overcast clouds
672,Haines Junction,CA,60.7522,-137.5108,2.07,100,83,1.05,broken clouds
673,Ankazobe,MG,-18.3167,47.1167,67.73,88,64,6.22,broken clouds
674,Amazar,RU,53.858,120.875,4.37,79,61,3.29,broken clouds
675,Jishou,CN,28.3167,109.7167,58.84,32,2,0.65,clear sky
676,Yar-Sale,RU,66.8333,70.8333,-15.59,100,57,8.3,broken clouds
677,Abong Mbang,CM,3.9833,13.1833,65.05,96,64,2.44,broken clouds
678,Panguna,PG,-6.3164,155.4848,76.55,82,99,1.97,moderate rain
679,San Juan,AR,-31.5375,-68.5364,81.9,43,53,4.72,broken clouds
680,Hay River,CA,60.8156,-115.7999,-13.02,77,20,8.05,few clouds
681,Matagami,CA,49.7502,-77.6328,-23.69,76,0,0.0,clear sky
682,Katobu,ID,-4.9408,122.5276,85.19,68,90,3.51,overcast clouds
683,Multan,PK,30.1956,71.4753,53.49,58,75,0.0,smoke
684,Les Escoumins,CA,48.1111,-69.0236,13.35,79,6,12.84,clear sky
685,Sainte-Anne-Des-Monts,CA,49.124,-66.4924,19.27,63,89,35.68,overcast clouds
686,Narbonne,FR,43.0833,2.8333,37.33,73,49,17.47,scattered clouds
687,Ulladulla,AU,-35.35,150.4667,72.84,87,100,6.13,light rain
688,Lahat,ID,-3.8,103.5333,80.64,80,100,6.78,overcast clouds
689,Lethem,GY,3.3803,-59.7968,75.18,56,33,12.95,scattered clouds
690,Myitkyina,MM,25.3833,97.4,83.21,30,3,1.54,clear sky
691,Bardiyah,LY,31.7561,25.0865,55.26,62,53,1.97,broken clouds
692,Bida,NG,9.0833,6.0167,79.5,58,88,2.82,overcast clouds
693,Palizada,MX,18.25,-92.0833,71.71,85,62,6.69,broken clouds
694,Laguna,US,38.421,-121.4238,51.76,75,0,3.44,clear sky
695,Houston,US,29.7633,-95.3633,70.38,85,100,18.41,overcast clouds
696,Stornoway,GB,58.2093,-6.3865,48.16,92,100,18.41,overcast clouds
697,Zyryanka,RU,65.75,150.85,-33.56,99,36,4.5,scattered clouds
698,Wollongong,AU,-34.4333,150.8833,79.09,84,100,3.36,light rain
